text,intent
Read the last conversation with John.,chat_read
Perpanjang langganan,payment_extend
Bantu saya membuka tab file.terima kasih,navigation_files_tab
I want to explain what chattea does please,definition
I need to set auto-reply during business hours. please,auto_reply_setup
"Cantumkan semua titik akhir API, terima kasih",api_reference
Terima kasih,gratitude
Bagaimana cara menjadwalkan pesan lintas zona waktu?,message_schedule_timezone
Check conversation history please,chat_history
Jadwalkan pesan massal untuk besok pukul 09:00.,message_schedule
How to upgrade my plan thanks,payment_upgrade
Can you help me add new group?,group_create
Bisakah Anda memberi tahu saya cara mengkonfigurasi api?,api_webhook_setup
Bisakah Anda memeriksa status pembayaran,payment_status
How to automatic responses.,auto_reply_setup
Pesan siaran,message_blast
Can you tell me how to help me create a instance?,function_create_instance
Can you tell me how to share brochure.pdf across all instances.?,files_share
Talk to support team,support_contact
Verifikasi status pembayaran saya.,payment_status
Help me set up a instance,function_create_instance
Can you help me disable auto-reply outside business hours thank you,auto_reply_disable
Tampilkan semua titik akhir api.,api_reference
Offline mode available.,platform_desktop_info
Can you tell me how to fix qr code issue?,troubleshoot_qr
Bagaimana cara meningkatkan paket saya?,payment_upgrade
Show previous chats,chat_history
Sign out from instance,instance_logout
What's the best way to automate message sending thank you,message_schedule_recurring
View my contacts,contacts_manage
I'd like to display chat log please,chat_history
Display my instances Please thanks,instance_list
Manage uploaded files?,files_manage
Bagaimana cara membuat grup baru?,group_create
Can you help me disable auto-reply outside business hours thanks,auto_reply_disable
Could you monitor progress of bulk messaging.,tasks_monitor
Bisakah Anda memantau kemajuan perpesanan massal.,tasks_monitor
Bagaimana cara memfilter kontak berdasarkan tag 'prospek' terima kasih,contacts_filter
Nevermind,cancel_action
I want to my payment is pending?,payment_issue
Masukkan kode penyandingan untuk menghubungkan akun.,pairing
How do I internet requirements,tips_internet
Bisakah Anda memberi tahu saya cara tidak dapat terhubung,troubleshoot_connection
What's the best way to use api,api_reference
"Bisakah Anda memberi tahu saya cara berlangganan tidak berfungsi, terima kasih",payment_issue
How to set auto-reply during business hours thank you,auto_reply_setup
check WhatsApp registration,function_check_phone
Bisakah Anda membantu saya membuat instance baru?,create_instance
Bagaimana keamanan pembayaran terima kasih,security_payment
Berapa kali terima kasih,pricing_instance_limits
Ty,gratitude
Awan vs desktop?,platform_compare
How to make instance thank you,create_instance
Instal aplikasi desktop?Tolong tolong,platform_desktop_install
How do I share brochure.pdf across all instances.?,files_share
tell me a joke,out_of_scope
Verifikasi status pembayaran saya?,payment_status
Can you help me automatic responses please,auto_reply_setup
Bagaimana cara mencapai batas instance?,quota_reached
Help me sort contacts,contacts_filter
"Beri saya info tentang Chattea, terima kasih",definition
Can you tell me how to talk to support team thank you,support_contact
Saya perlu membuat template pesan 'promo-akhir pekan'?Tolong,templates_create
How do I save message template,templates_create
I want to payment failed,payment_issue
Apa cara terbaik untuk menentukan biaya dalam idr?,pricing_currency_idr
How can I help me create a new group?,function_create_group
Send hello world to 08127321340 thanks,function_send_message
Buatlah grup whatsapp bernama 'pelanggan vip'.,group_create
Bagaimana cara memperbarui frekuensi.,platform_updates
Open the Instances tab.,navigation_instances_tab
Can you internet requirements,tips_internet
Explain how warmup prevents bans?,warmup_info
I need help with read the last conversation with john.?,chat_read
Show chats,navigation_chat_tab
Apakah seluler dan desktop memiliki instance tanpa batas?,pricing_instance_limits
I need to list all api endpoints.,api_reference
I want to delete instance thanks,instance_delete
"Bisakah Anda membuat template baru, terima kasih",templates_create
Create message template 'Promo-Weekend',templates_create
Sampai jumpa sekarang,goodbye
Bisakah Anda membantu saya melakukan warmup?,warmup_info
Use pairing code,pairing
Bagaimana cara memvalidasi nomor telepon?,function_check_phone
Connect using QR,pairing
Bisakah Anda memberi tahu saya cara membuat grup baru,group_create
Buat template pesan 'Promo-Akhir Pekan'.,templates_create
Turn on warmup for new accounts.,warmup_enable
Bagaimana cara menyiarkan pesan?,message_blast
Apa itu Chattea?,definition
Tampilkan halaman penagihan terima kasih,navigation_payments_tab
Could you enable account warmup,warmup_enable
Bisakah Anda memberi tahu saya cara metode pembayaran didukung,payment_methods
Buat instance whatsapp baru.,create_instance
Tolong simpan templat pesan,templates_create
How to which version to use.,platform_compare
Bisakah Anda memastikan koneksi internet stabil?Tolong,tips_internet
Verifikasi riwayat percakapan,chat_history
"Saya ingin pergi ngobrol, terima kasih",navigation_chat_tab
Make new template,templates_create
Kirimkan teks,function_send_message
Thank you so much,gratitude
Use saved template Please please,templates_use
Can you tell me how to schedule message,message_schedule
I want to show billing page please,navigation_payments_tab
Can you tell me how to export participant list from group 'event launch',group_export
Warmup explanation,warmup_info
Apa perbedaan antara aplikasi cloud dan desktop terima kasih,platform_compare
Show message performance analytics.,analytics_view
How do I i want to subscribe,payment_subscribe
Tolong bagaimana cara opsi pembayarannya,payment_methods
Could you show me how to packages available thanks,pricing_query
Bagaimana saya bisa mencapai batas instance,quota_reached
"Tolong, saya perlu membuka tab obrolan",navigation_chat_tab
Saya butuh bantuan untuk menyimpan data cloud saya.,security_cloud_data
Atur pesan berulang setiap hari Senin pukul 10:00.,message_schedule_recurring
Tolong masalah login,login_issue
Kirim pesan whatsapp,chat_send
How can I payment status check?,payment_status
Give me info about Chattea thanks,definition
"Tolong bantu saya keamanan pembayaran, terima kasih",security_payment
I need help with tasks are pending please,tasks_view
Can you help me schedule message?,message_schedule
Bisakah Anda menunjukkan kepada saya cara menyiarkan pesan?,message_blast
I need help with fix qr code issue thanks,troubleshoot_qr
Lihat tugas saya,navigation_tasks_tab
"Saya ingin mengirim file, terima kasih",files_share
Check my payment status.,payment_status
How can I validate phone number.,function_check_phone
Bisakah Anda menunjukkan kepada saya cara memperbarui langganan?,payment_extend
Saya memerlukan bantuan untuk melacak status pengiriman pesan massal.?,message_blast_status
How can I prolong subscription?,payment_extend
Browser mana yang direkomendasikan terima kasih,tips_browser
Cara mendaftar paket.,payment_subscribe
Bagaimana cara mengatur obrolan grup?,group_create
Can you tell me how to download group members?,group_export
"Bisakah Anda membantu saya mengonfigurasi api, terima kasih",api_webhook_setup
View me my instances,instance_list
"Bisakah Anda memberi tahu saya cara keamanan data, terima kasih",security_privacy
Can you save new contact please,contacts_add
What's the best way to bulk send thank you,message_blast
Tolong bagaimana cara mengatur balasan otomatis selama jam kerja,auto_reply_setup
Cara mengkonfigurasi balasan otomatis.,auto_reply_setup
Pesan siaran terima kasih,message_blast
Use QR code for pairing,pairing
Apakah saya terhubung?,instance_connection_status
Bisakah Anda menghapus instance,instance_delete
Bisakah Anda memberi tahu saya cara keluar dari instance 'promo-1'.?,instance_logout
Plan message for later Please,message_schedule
Saya ingin menampilkan log obrolan,chat_history
Text this number,chat_send
What's the best way to set recurring message every monday at 10:00 please,message_schedule_recurring
Continue subscription please,payment_extend
Tampilkan detail profil terima kasih,instance_view_profile
huh,out_of_scope
What's the best way to password reset thanks,login_issue
How do I recommended browser,tips_browser
Copot pemasangan instance,instance_delete
Siapkan instance baru,create_instance
Boleh kirim hello world ke 08127321340,function_send_message
Apa cara terbaik untuk melakukan praktik terbaik?,general_tips
How to make new instance.,create_instance
Make new template please,templates_create
How to add new whatsapp,create_instance
Enter pairing code to connect account.,pairing
Bagaimana cara memperbarui frekuensi?,platform_updates
Bagaimana caranya agar pembayaran saya tertunda?,payment_issue
How to get started?,account_setup
Saya butuh bantuan dengan laporan kinerja?,analytics_view
Am I connected?,instance_connection_status
Help me integrate chattea with my calendar.,calendar_integration
"Bisakah Anda memberi tahu saya cara membantu saya membuat grup baru, terima kasih",function_create_group
Add contact,contacts_add
Saya ingin membantu saya,support_contact
Bisakah Anda memberi tahu saya bagaimana caranya agar aman?,security_privacy
What's the best way to recommended browser thanks,tips_browser
I need help with repeat message weekly thanks,message_schedule_recurring
Buka tab Instans.,navigation_instances_tab
Kirim hello world ke 08127321340 terima kasih,function_send_message
Bisakah Anda membantu saya memperbarui pengaturan grup,group_settings_edit
Saya ingin menggunakan versi browser terima kasih,platform_cloud_open
"Tolong, ada kesalahan koneksi",troubleshoot_connection
Harga dalam Rupiah?,pricing_currency_idr
Could you show me how to is chattea?,definition
Make a whatsapp group named 'vip customers'.,group_create
Could you show me how to save message template,templates_create
Bisakah Anda memberi tahu saya cara menampilkan fitur yang akan datang?,feature_coming_soon
Can you help me desktop app features thank you,platform_desktop_info
Bantu saya meningkatkan rencana saya.,payment_upgrade
Catatan transaksi,payment_history
How can I will message blasting feature release thanks,feature_coming_soon
"Batas instans tercapai, terima kasih",quota_reached
Tingkatkan langganan terima kasih,payment_upgrade
Auto updates?,platform_updates
How can I plan message for later,message_schedule
"Could you show me how to forgot my password, help me login??",login_issue
Bisakah Anda menyimpan kontak baru?,contacts_add
Harap tersedia mode offline,platform_desktop_info
Why use warmup.,warmup_info
Pantau kemajuan perpesanan massal.,tasks_monitor
Open contacts,contacts_manage
Bisakah Anda memberi tahu saya cara menjadwalkan pesan,message_schedule
Saya ingin meningkatkan langganan,payment_upgrade
menggugurkan,cancel_action
Silakan periksa status pembayaran,payment_status
Can you tell me how to recommended browser,tips_browser
Bagaimana cara menambahkan file baru.,files_upload
Tampilkan semua pesan terjadwal,tasks_view
"Saya butuh bantuan untuk memfilter kontak dengan tag 'prospek', terima kasih",contacts_filter
I want to show instance phone number?,instance_view_profile
Help me go to payments thanks,navigation_payments_tab
Go to dashboard,navigation_main_dashboard
Bisakah Anda memberi tahu saya cara mendukung zona waktu.,message_schedule_timezone
I want to set webhook url to https://example.com/hooks. please,api_webhook_setup
"Bisakah Anda memeriksa status tugas, terima kasih",tasks_monitor
I want to upgrade subscription,payment_upgrade
What's the best way to verify phone number thanks,function_check_phone
make group,function_create_group
How do I recommended browser thank you,tips_browser
Saya butuh bantuan untuk mencari kontak,contacts_filter
I'd like to disconnect instance 'sales-1'.,instance_logout
Saya butuh bantuan untuk mengubah pengaturan grup,group_settings_edit
Metrik pesan,analytics_view
Saya butuh bantuan untuk mengubah rencana menjadi lebih baik?,payment_upgrade
Bagaimana cara saya merekomendasikan browser,tips_browser
I'd like to send text to contact,chat_send
Show failed tasks?,tasks_view_failed
Baca percakapan terakhir dengan John.,chat_read
Fix QR code issue,troubleshoot_qr
Check 089213413 register on whatsapp or not Please thank you,function_check_phone
Sampai jumpa,goodbye
Tampilkan riwayat obrolan untuk instance ini.,chat_history
"Bisakah Anda menunjukkan kepada saya cara membuat grup baru, terima kasih",group_create
Kirim 'Promo hari ini!'ke +628111222333,chat_send
How do I are platform updates automatic please,platform_updates
Can you scan qr to pair,pairing
Apa cara terbaik untuk mengatur url webhook ke https://example.com/hooks..,api_webhook_setup
Could you show me how to improve performance,general_tips
Can you help me upcoming features please,feature_coming_soon
Atur pesan berulang setiap hari Senin pukul 10:00 terima kasih,message_schedule_recurring
How can I group contacts?,advanced_contact_segmentation
Terima kasih banyak,gratitude
What's the best way to broadcast message.,message_blast
Could you show me how to best practices?,general_tips
"Bisakah Anda memberi tahu saya cara agar aplikasi desktop dapat bekerja secara offline, terima kasih",platform_desktop_info
I need to qr code problem,troubleshoot_qr
Can you tell me how to how many instances,pricing_instance_limits
How can I quota exceeded please,quota_reached
Thanks for the help,gratitude
Bisakah Anda membuka chattea di browser,platform_cloud_open
qwerty,out_of_scope
How to integrate chattea with my calendar,calendar_integration
Could you show me how to make new group?,group_create
Bisakah Anda membantu saya keluar dari instance?,instance_logout
Tidak ada lagi instance yang tersedia,quota_reached
Can you help me find contacts?,contacts_filter
How do I disable auto-reply outside business hours thanks,auto_reply_disable
Manage uploaded files.,files_manage
I want to display failed tasks thank you,tasks_view_failed
Bisakah Anda membantu saya membawa saya ke pesan terima kasih,navigation_chat_tab
Bisakah Anda memberi tahu saya cara saya ingin mendaftar?,account_setup
"Bisakah Anda memeriksa status pembayaran, terima kasih",payment_status
View payment info,navigation_payments_tab
How can I use browser version.,platform_cloud_open
Bisakah Anda pergi ke pembayaran,navigation_payments_tab
I want to mass message,message_blast
Saya ingin mengekspor data grup,group_export
Network problem thank you,troubleshoot_connection
lupakan,cancel_action
"Kirim ke banyak orang, terima kasih",message_blast
Terima kasih banyak,gratitude
Saya butuh bantuan tentang apa yang dimaksud dengan chattea,definition
I'd like to share brochure.pdf across all instances.,files_share
Apa cara terbaik untuk membuat seluler dan desktop memiliki waktu tak terbatas,pricing_instance_limits
Bagaimana saya bisa mendaftar untuk paket.,payment_subscribe
Bagaimana cara pesan massal?,message_blast
Show files page,navigation_files_tab
Can you tell me how to are platform updates automatic?,platform_updates
Coba lagi penyandingan kode QR,troubleshoot_qr
"Bagaimana cara mengkonfigurasi grup, terima kasih",group_settings_edit
View my tasks,navigation_tasks_tab
Could you show me how to qr code problem?,troubleshoot_qr
How can I warmup explanation thanks,warmup_info
"Bantu saya mengubah nama instance saya, terima kasih",instance_edit
Help me message delivery report thank you,message_blast_status
Berlangganan paket bulanan.Mohon terima kasih,payment_subscribe
Deliver whatsapp message,chat_send
Disconnect instance 'Sales-1',instance_logout
Saya butuh bantuan untuk menemukan kontak,contacts_filter
"Apa cara terbaik untuk praktik terbaik, terima kasih",general_tips
Beri saya info tentang Chattea terima kasih,definition
Bisakah Anda memberi tahu saya cara berlangganan tidak berfungsi?,payment_issue
I need help with change to better plan please,payment_upgrade
Could you show me how to message delivery report,message_blast_status
is this number on WhatsApp?,function_check_phone
Can you go to files please,navigation_files_tab
"Bisakah Anda membantu saya mendapatkan dukungan, terima kasih",support_contact
How do I track delivery status of bulk messages.?,message_blast_status
How can I i want to send a message,chat_send
Can you tell me how to help me create a new group?,function_create_group
Can you tell me how to export participant list from group 'event launch'.?,group_export
apakah nomor ini ada di WhatsApp?,function_check_phone
Can you help me login problem?,login_issue
Could you show me how to use template 'promo-weekend' to send message.?,templates_use
"Bisakah Anda membantu saya menghubungi dukungan, terima kasih",support_contact
Which version to use?,platform_compare
Offline mode available please,platform_desktop_info
How can I auto updates?,platform_updates
Could you check task status please,tasks_monitor
Bagaimana cara menyimpan data cloud saya?,security_cloud_data
Apa cara terbaik untuk mengulang pesan setiap minggu?,message_schedule_recurring
Jelaskan bagaimana warmup mencegah larangan?,warmup_info
List instances,instance_list
Bagaimana cara mengganti nama instance menjadi 'marketing-01'.?,instance_edit
"Saya ingin menambahkan kontak baru, terima kasih",contacts_add
What's the best way to extend my subscription please,payment_extend
Halo,greeting
Could you show me the main dashboard thanks,navigation_main_dashboard
Yo,greeting
Saya ingin menampilkan log obrolan terima kasih,chat_history
I need help with remove instance thank you,instance_delete
How many instances?,pricing_instance_limits
Gunakan rest api untuk mengirimkan pesan.,api_send_message
Halo,greeting
Bisakah Anda menunjukkan kepada saya cara waktu koneksi habis—apa yang harus dilakukan,troubleshoot_connection
Help me show groups page thank you,navigation_grouping_tab
Bagaimana cara mematikan auto reply terima kasih,auto_reply_disable
"Bisakah Anda mengubah ke rencana yang lebih baik, terima kasih",payment_upgrade
"Bisakah Anda membantu saya tips pengoptimalan, terima kasih",general_tips
Upgrade my plan.,payment_upgrade
I need to disable auto-reply outside business hours please,auto_reply_disable
Pair using phone number code.,pairing
I need to show failed tasks.,tasks_view_failed
Could you show me the main dashboard,navigation_main_dashboard
Penjelasan warmup,warmup_info
Set auto-reply during business hours.,auto_reply_setup
"Bisakah Anda melihat file yang diunggah, terima kasih",navigation_files_tab
Saya ingin menyiarkan pesan,message_blast
How can I make instance please,function_create_instance
"Bantu saya menampilkan halaman instance, terima kasih",navigation_instances_tab
Can you tell me how to make new template thank you,templates_create
Connection error thank you,troubleshoot_connection
Help me view profile thanks,instance_view_profile
I'd like to open tasks tab?,navigation_tasks_tab
"Bisakah Anda memberi tahu saya cara memantau kemajuan perpesanan massal, terima kasih",tasks_monitor
Help me show tasks page thanks,navigation_tasks_tab
I need help with is 083217414 registered on whatsapp thanks,function_check_phone
Bisakah Anda memberi tahu saya cara membantu saya membuat instance?,function_create_instance
"Saya ingin pesan massal, terima kasih",message_blast
How do I share brochure.pdf across all instances thank you,files_share
Bisakah Anda memberi tahu saya cara agar aplikasi desktop dapat bekerja secara offline,platform_desktop_info
Bagaimana cara saya memperbarui platform secara otomatis,platform_updates
Help me check broadcast status thank you,message_blast_status
Help me export group data,group_export
Saya ingin membagikan brosur?pdf ke semua instansi?,files_share
Bisakah Anda memberi tahu saya cara membawa saya ke pesan?,navigation_chat_tab
Bisakah Anda membantu saya dokumentasi api,api_reference
greetings,greeting
Bisakah Anda membantu saya persyaratan internet,tips_internet
Saya memerlukan bantuan terkait sinkronisasi kalender,calendar_integration
I want to set auto-reply during business hours.,auto_reply_setup
I want to check conversation history thanks,chat_history
Help me login problem,login_issue
I want to display failed tasks thanks thank you,tasks_view_failed
Check task status please,tasks_monitor
Can you help me timezone support,message_schedule_timezone
Could you show me how to update instance name please,instance_edit
Bagaimana saya bisa membayar?,payment_methods
Could you show me how to use saved template?,templates_use
Can you help me save new contact?,contacts_add
Bisakah Anda menambahkan file baru,files_upload
Batas waktu koneksi habis—apa yang harus dilakukan,troubleshoot_connection
Bisakah Anda memberi tahu saya cara menjelaskan fungsi chattea,definition
Saya ingin melihat grup,navigation_grouping_tab
Jelaskan chattea secara singkat.Mohon terima kasih,definition
Set recurring message every Monday at 10:00?,message_schedule_recurring
forget it,cancel_action
How to help me.,support_contact
Can you start warmup process thanks,warmup_enable
"Tampilkan tugas yang gagal, terima kasih",tasks_view_failed
I need help with change to better plan thank you,payment_upgrade
Bisakah Anda memberi tahu saya cara melebihi kuota,quota_reached
Could you advanced contact filtering please,advanced_contact_segmentation
"Bisakah Anda membantu saya tips pengoptimalan, terima kasih",general_tips
Which version to use.,platform_compare
Bagaimana cara menonaktifkan balasan otomatis di luar jam kerja?,auto_reply_disable
Could you show me how to retry qr code pairing??,troubleshoot_qr
Bisakah Anda menunjukkan kepada saya cara menyambung ke kalender.,calendar_integration
Tolong tampilkan halaman file,navigation_files_tab
I'd like to list instances,instance_list
I need to display profile info thank you,instance_view_profile
Could you show me how to manage uploaded files.?,files_manage
List all my instances? Please thank you,instance_list
Get desktop version thanks,platform_desktop_install
Bagaimana cara menjadwalkan pesan massal untuk besok pukul 09:00?,message_schedule
What's the best way to group contacts?,advanced_contact_segmentation
Deliver hello world to 08127321340 please,function_send_message
turn on the lights,out_of_scope
Buka tab Pembayaran.,navigation_payments_tab
Kuota terlampaui,quota_reached
How can I take me to homepage,navigation_main_dashboard
Can you help me is warmup?,warmup_info
Could you organize contacts,contacts_manage
Bagaimana cara menggunakan kode QR?,pairing
Can you tell me how to edit group settings: admin only messaging..,group_settings_edit
Bagaimana cara memeriksa status pembayaran?,payment_status
Kuota instance saya sudah penuh.,quota_reached
Bisakah Anda menunjukkan kepada saya cara paket tersedia?,pricing_query
Harus pergi,goodbye
Bisakah Anda membantu saya tips pengoptimalan?,general_tips
Extend my subscription thank you,payment_extend
What's the best way to automate message sending thanks,message_schedule_recurring
How can I edit group settings: admin only messaging.?,group_settings_edit
Tolong bagaimana cara menambahkan file baru,files_upload
Saya ingin mengelompokkan kontak berdasarkan keterlibatan.Tolong,advanced_contact_segmentation
Could you show me how to what's new?,feature_coming_soon
Bagaimana cara memperpanjang langganan?,payment_extend
Turn off auto reply thanks,auto_reply_disable
Tolong bagaimana cara mencapai batas instance,quota_reached
How do I cloud vs desktop please thanks,platform_compare
Read the last conversation with John?,chat_read
Upgrade subscription thank you,payment_upgrade
Tampilkan log obrolan,chat_history
Saya ingin pembayaran gagal terima kasih,payment_issue
Can you tell me how to can't connect,troubleshoot_connection
Could you show me how to download desktop app.,platform_desktop_install
Pergi ke grup terima kasih,navigation_grouping_tab
Customer service,support_contact
"Bagaimana cara saya memperbarui platform secara otomatis, terima kasih",platform_updates
Send to multiple people,message_blast
How to how secure are payments,security_payment
What's the best way to advanced contact filtering?,advanced_contact_segmentation
Subscribe to monthly plan. Please thank you,payment_subscribe
Go to tasks,navigation_tasks_tab
Lihat detail profil instans.,instance_view_profile
Could you take me to instances thanks,navigation_instances_tab
Bisakah Anda membantu saya menggunakan rest api untuk mengirim pesan terima kasih,api_send_message
Bagaimana cara menambahkan whatsapp baru,create_instance
How to organize contacts,contacts_manage
...,out_of_scope
I'd like to view instances thanks please,navigation_instances_tab
Bisakah Anda memeriksa status tugas,tasks_monitor
ty,gratitude
View conversations thank you,navigation_chat_tab
Bagaimana saya bisa mode offline tersedia terima kasih,platform_desktop_info
search google for cat memes,out_of_scope
"Bisakah Anda memberi tahu saya cara instance saya terputus—cara memperbaikinya, terima kasih",troubleshoot_connection
Bagaimana seberapa aman pembayarannya,security_payment
Maybe later,cancel_action
"Bisakah Anda pergi ke instance, terima kasih",navigation_instances_tab
Tolong cloud vs desktop,platform_compare
Can you broadcast message,message_blast
How to which browser is recommended?,tips_browser
I'd like to add group,function_create_group
Bisakah Anda mengirim pesan whatsapp terima kasih,chat_send
"Tolong, saya perlu melihat kontak saya",contacts_manage
Bisakah Anda menunjukkan kepada saya cara menyetel url webhook ke https://example.com/hooks,api_webhook_setup
Bantu saya merencanakan pesan untuk nanti,message_schedule
I'd like to go to chat thank you,navigation_chat_tab
How can I does web version include 2 instances.,pricing_instance_limits
What's the best way to cost in idr?,pricing_currency_idr
Aktifkan warmup akun,warmup_enable
Can you list scheduled messages thank you thanks,tasks_view
How to payment security thanks,security_payment
Display api docs please,api_reference
Saya ingin membuka tab pembayaran terima kasih,navigation_payments_tab
No thanks,cancel_action
I'd like to open the instances tab please,navigation_instances_tab
Terima kasih,gratitude
I need help with track delivery status of bulk messages.?,message_blast_status
Can you help me internet requirements?,tips_internet
Help me group contacts,advanced_contact_segmentation
I'd like to view conversations please,navigation_chat_tab
How do I make instance?,function_create_instance
"Bisakah Anda memberi tahu saya cara menggunakan versi browser, terima kasih",platform_cloud_open
Can you help me contact support thanks,support_contact
Bisakah Anda menunjukkan kepada saya cara menggunakan template 'promo-akhir pekan' untuk mengirim pesan.?,templates_use
I want to subscribe,payment_subscribe
Could you no more instances available please,quota_reached
Use saved template thanks,templates_use
Help me add a instance,function_create_instance
Which browser is recommended thanks please,tips_browser
"Bisakah Anda menunjukkan kepada saya cara menambahkan grup, terima kasih",function_create_group
Tambahkan WhatsApp baru,create_instance
"Saya memerlukan bantuan untuk mendapatkan status koneksi instance saat ini, terima kasih",instance_connection_status
Bantu saya menampilkan riwayat obrolan untuk instance ini.Terima kasih,chat_history
View message history,chat_history
Use template 'promo-weekend' to send message. Please,templates_use
QR not loading,troubleshoot_qr
Bisakah Anda membantu saya fitur yang akan datang,feature_coming_soon
Saya butuh bantuan untuk memastikan koneksi internet stabil.?,tips_internet
Periksa apakah instance saya terhubung.Silakan,instance_connection_status
Periksa status pembayaran saya.Mohon terima kasih,payment_status
Bisakah Anda membantu saya membawa saya ke pesan terima kasih,navigation_chat_tab
Could you show me how to optimization tips.,general_tips
I'd like to quota exceeded please thank you,quota_reached
Message someone,chat_send
hmm,out_of_scope
"Saya perlu koneksi terputus, terima kasih",troubleshoot_connection
Bagaimana seberapa aman pembayarannya?,security_payment
"Saya butuh bantuan untuk mengunduh aplikasi desktop, terima kasih",platform_desktop_install
Can you tell me how to log out from instance 'promo-1'.?,instance_logout
Periksa status pembayaran saya?Silakan,payment_status
Bisakah Anda memenuhi persyaratan internet,tips_internet
Bisakah Anda membantu saya menginisialisasi grup baru?,group_create
Can you tell me how to cost in idr please,pricing_currency_idr
Saya memerlukan bantuan untuk melanjutkan berlangganan?,payment_extend
"Bisakah Anda menampilkan halaman grup, terima kasih",navigation_grouping_tab
Terima kasih banyak,gratitude
Show tasks page,navigation_tasks_tab
I need help with what's chattea all about?,definition
Apa perbedaan antara aplikasi cloud dan desktop?,platform_compare
Bagaimana saya bisa membuat versi web menyertakan 2 instance.,pricing_instance_limits
Saya ingin proses pendaftaran terima kasih,account_setup
How do I internet requirements?,tips_internet
Bagaimana cara menambahkan kontak terima kasih,contacts_add
Apa yang dilakukan Chattea?,definition
Could you talk to support team,support_contact
I want to check task status thanks,tasks_monitor
I want to use saved template thank you,templates_use
"Bisakah Anda mengubah ke rencana yang lebih baik, terima kasih",payment_upgrade
Show all instances and their connection status.,instance_list
Bisakah Anda membantu saya menjadwalkan pesan.,message_schedule
"Contoh saya terputus—bagaimana cara memperbaikinya, terima kasih",troubleshoot_connection
zzzzzz,out_of_scope
Saya butuh bantuan dengan fitur yang akan datang,feature_coming_soon
Could you show me how to is my data secure?,security_privacy
Help me add a new group,function_create_group
Bantu saya menampilkan halaman grup terima kasih,navigation_grouping_tab
Bisakah Anda melihat statistik,analytics_view
Could you show me how to install desktop app please,platform_desktop_install
askdjfhaskjdhf,out_of_scope
Change instance name to 'Customer-Support'.,instance_edit
Help me share document,files_share
Aktifkan warmup untuk akun baru terima kasih,warmup_enable
Can you schedule a bulk message for tomorrow at 09:00.,message_schedule
Saya perlu menambahkan kontak,contacts_add
Bagaimana cara memberi tahu saya harganya?,pricing_query
How can I help me please,support_contact
How do I use pairing code?,pairing
Data security?,security_privacy
I want to connect to calendar thank you,calendar_integration
Could you show me how to broadcast message please,message_blast
Ignore that,cancel_action
My instance disconnected—how to fix thank you,troubleshoot_connection
How can I can't login thanks,login_issue
How can I performance report thank you,analytics_view
Bagaimana cara mengelompokkan kontak berdasarkan keterlibatan?,advanced_contact_segmentation
"Bagaimana caranya, saya ingin mengirim pesan",chat_send
Kirim pesan kepada seseorang,function_send_message
Bagaimana cara menjadwalkan pesan lintas zona waktu,message_schedule_timezone
Tolong apa yang baru,feature_coming_soon
Can the desktop app work offline thank you,platform_desktop_info
"Tolong, apa cara terbaik untuk menyimpan data cloud saya",security_cloud_data
Could you show me how to save message template please,templates_create
I need help with is my cloud data stored?,security_cloud_data
Why is my subscription inactive?,payment_issue
Can you help me repeat message weekly,message_schedule_recurring
Can you help me use api thank you,api_reference
"Saya perlu menampilkan analitik, terima kasih",analytics_view
Stop,cancel_action
How to will message blasting feature release?,feature_coming_soon
Display failed tasks please,tasks_view_failed
"Saya butuh bantuan untuk memperbaiki masalah kode qr, terima kasih",troubleshoot_qr
Verify my payment status?,payment_status
Initialize new group,group_create
How do I warmup explanation?,warmup_info
How can I configure group thanks,group_settings_edit
Apa cara terbaik untuk menyimpan data cloud saya.,security_cloud_data
Buka tab file.,navigation_files_tab
"Bagaimana cara memeriksa status pembayaran, terima kasih",payment_status
Could you scan qr code to connect whatsapp thanks,pairing
Good afternoon,greeting
How do I save new contact please,contacts_add
I'd like to setup webhook,api_webhook_setup
Can you show previous chats thank you,chat_history
I need to continue subscription please,payment_extend
How can I update instance name,instance_edit
I need help with add a new contact.?,contacts_add
Verify connection,instance_connection_status
Saya ingin menampilkan halaman instance,navigation_instances_tab
Tolong bantu saya memeriksa status siaran,message_blast_status
Catch you later,goodbye
Verify my payment status please,payment_status
Desktop app features thanks,platform_desktop_info
burp,out_of_scope
Saya ingin memberi instance,function_create_instance
Bagaimana saya bisa mendapatkan versi desktop.,platform_desktop_install
How secure are payments please,security_payment
Akhiri sesi instance,instance_logout
Apa cara terbaik untuk menyimpan data cloud saya?,security_cloud_data
View instances thank you,navigation_instances_tab
Could you show me how to my instance quota is full.?,quota_reached
Bisakah Anda memberi tahu saya cara menyetel pesan berwaktu?,message_schedule
"Bagaimana cara menginstal aplikasi desktop, terima kasih",platform_desktop_install
Bisakah Anda menunjukkan kepada saya cara menyimpan templat pesan,templates_create
Connect with phone code,pairing
Could you show me how to message delivery report thanks,message_blast_status
Bagaimana cara cloud vs desktop,platform_compare
Bantu saya penjadwalan internasional,message_schedule_timezone
"Bisakah Anda pergi ngobrol, terima kasih",navigation_chat_tab
"Bagaimana cara mengekspor data grup, terima kasih",group_export
API documentation thanks,api_reference
Persyaratan internet terima kasih,tips_internet
How do I recommended browser thanks,tips_browser
Bisakah Anda menampilkan info profil terima kasih terima kasih,instance_view_profile
