text,intent
Afternoon,greeting
Hi chatbot,greeting
Evening,greeting
Morning,greeting
Hey!,greeting
Hello!,greeting
Howdy,greeting
What's up,greeting
Hi,greeting
Hi!,greeting
Hey,greeting
Hi there,greeting
Hello there,greeting
Hey there,greeting
Good morning,greeting
Good afternoon,greeting
Good evening,greeting
Hello,greeting
Can you help me set up group chat thank you,group_create
Can you help me initialize new group?,group_create
Create a whatsapp group named 'vip customers'. Please thanks,group_create
Can you create a whatsapp group named 'vip customers'?,group_create
Initialize new group Please,group_create
Can you help me add new group?,group_create
How do I set up group chat?,group_create
I'd like to create group thank you,group_create
I'd like to initialize new group please thanks,group_create
Make a whatsapp group named 'vip customers' thanks,group_create
Can you tell me how to make new group,group_create
Create group thanks,group_create
What's the best way to add new group?,group_create
What's the best way to set up group chat.,group_create
Could you show me how to make new group thank you,group_create
How do I add new group?,group_create
What's the best way to set up group chat thank you,group_create
I need to make new group,group_create
I'd like to initialize new group please,group_create
Could you show me how to make new group?,group_create
I want to set up group chat,group_create
Make group,group_create
Create a WhatsApp group named 'VIP Customers'.,group_create
Make new group,group_create
Make a whatsapp group named 'vip customers'.,group_create
How to make new group?,group_create
Add new group,group_create
Initialize new group,group_create
Set up group chat,group_create
Create group,group_create
Download member show all thanks,group_export
Can you tell me how to download group members?,group_export
How can I export group data thanks,group_export
Can you tell me how to export participant list from group 'event launch',group_export
Help me export group data please,group_export
Get participant list please,group_export
I want to get participant list please thank you,group_export
How can I export participant list from group 'event launch' thank you,group_export
Could you show me how to download member list?,group_export
I want to get participant list please,group_export
Help me get participant list,group_export
How can I download group members please,group_export
Help me export participant list from group 'event launch'. thank you,group_export
Can you help me export group data?,group_export
Export participant list from group 'Event Launch'.,group_export
Download group members,group_export
Export group data,group_export
Get participant list,group_export
Download member list,group_export
How to export group data.,group_export
Help me export group data,group_export
I want to export group data,group_export
Can you help me export group data please,group_export
Can you get participant list thank you,group_export
Could you show me how to download member list.,group_export
What's the best way to download member list?,group_export
How can I download group members?,group_export
Can you tell me how to download group members please,group_export
Can you tell me how to download group members thanks,group_export
Can you tell me how to export participant list from group 'event launch'.?,group_export
Edit group settings: admin only messaging.,group_settings_edit
Can you help me update group settings thanks,group_settings_edit
Modify group config please,group_settings_edit
How can I edit group settings: admin only messaging thanks,group_settings_edit
Could you configure group thank you,group_settings_edit
How can I edit group settings: admin only messaging.?,group_settings_edit
Change group settings thank you,group_settings_edit
Could you configure group,group_settings_edit
How can I edit group settings: admin only messaging..,group_settings_edit
How to update group settings.,group_settings_edit
How can I configure group thanks,group_settings_edit
What's the best way to modify group config?,group_settings_edit
Could you show me how to update group settings please,group_settings_edit
Could you update group settings please,group_settings_edit
Can you tell me how to edit group settings: admin only messaging..,group_settings_edit
How do I configure group?,group_settings_edit
Configure group thanks,group_settings_edit
Can you tell me how to edit group settings: admin only messaging.?,group_settings_edit
How can I edit group settings: admin only messaging??,group_settings_edit
Configure group,group_settings_edit
Update group settings,group_settings_edit
Modify group config,group_settings_edit
I need help with change group settings please,group_settings_edit
Change group settings,group_settings_edit
Can you help me change group settings?,group_settings_edit
Can you help me update group settings,group_settings_edit
Can you tell me how to configure group thank you,group_settings_edit
Can you tell me how to change group settings?,group_settings_edit
Can you help me update group settings?,group_settings_edit
How to modify group config thanks,group_settings_edit
Can you tell me how to instance status check?,instance_connection_status
Verify if my instance is connected,instance_connection_status
Can you check connection status thank you,instance_connection_status
Check connection status,instance_connection_status
Check if my instance is connected. Please,instance_connection_status
Get current instance connection status,instance_connection_status
Check if my instance is connected?,instance_connection_status
Verify if my instance is connected.,instance_connection_status
Confirm if my instance is connected.,instance_connection_status
Verify connection status thanks,instance_connection_status
Am I connected please,instance_connection_status
What's the best way to get current instance connection status,instance_connection_status
I need help with get current instance connection status thank you,instance_connection_status
Verify connection,instance_connection_status
Instance status check,instance_connection_status
Check if my instance is connected please,instance_connection_status
How to verify connection thank you,instance_connection_status
Am I connected?,instance_connection_status
Check if my instance is connected.,instance_connection_status
Get current instance connection status.,instance_connection_status
I need help with is my instance online?,instance_connection_status
Get current instance connection status thanks,instance_connection_status
I need help with get current instance connection status.?,instance_connection_status
Instance status verify,instance_connection_status
Help me check connection status,instance_connection_status
How do I is my instance online thank you,instance_connection_status
Check if my instance is connected thank you,instance_connection_status
Check if my instance is connected? Please,instance_connection_status
Can you tell me how to instance status check please,instance_connection_status
Is my instance online?,instance_connection_status
Delete unused instance.,instance_delete
Remove old WhatsApp instance.,instance_delete
I want to delete instance thanks,instance_delete
Get rid of old instance thanks,instance_delete
Can you delete instance please,instance_delete
Delete unused instance?,instance_delete
I'd like to remove instance,instance_delete
What's the best way to get rid of old instance,instance_delete
I want to delete instance,instance_delete
Can you help me remove instance?,instance_delete
Can you remove old whatsapp instance thank you,instance_delete
I'd like to get rid of old instance thanks please,instance_delete
Can you tell me how to uninstall instance?,instance_delete
Erase unused instance.,instance_delete
Help me delete unused instance please,instance_delete
Remove instance thanks,instance_delete
Can you help me uninstall instance please,instance_delete
How can I uninstall instance thanks,instance_delete
How can I uninstall instance?,instance_delete
Can you remove old whatsapp instance.,instance_delete
I need help with remove instance thank you,instance_delete
Can you delete instance,instance_delete
I need to uninstall instance please,instance_delete
I'd like to uninstall instance thank you,instance_delete
Get rid of old instance,instance_delete
Remove instance,instance_delete
Delete instance,instance_delete
I want to delete instance thank you,instance_delete
I need to remove old whatsapp instance.,instance_delete
Uninstall instance,instance_delete
Can you edit instance name,instance_edit
How can I edit instance name?,instance_edit
Could you show me how to update instance name please,instance_edit
I need help with update instance name please,instance_edit
Could you show me how to change instance name to 'customer-support' thanks,instance_edit
How do I change instance name to 'customer-support'.?,instance_edit
I need to edit instance name thanks,instance_edit
I need help with change my instance name?,instance_edit
How do I rename my instance thanks,instance_edit
How to rename instance to 'marketing-01'.?,instance_edit
Rename instance to 'Marketing-01' thanks,instance_edit
I'd like to modify instance settings thank you,instance_edit
Update instance name thanks,instance_edit
How can I update instance name?,instance_edit
How can I change my instance name,instance_edit
How can I update instance name,instance_edit
Modify instance settings,instance_edit
I need help with update instance name.,instance_edit
Can you tell me how to modify instance settings?,instance_edit
Rename my instance,instance_edit
Change my instance name,instance_edit
Update instance name,instance_edit
Rename instance to 'marketing-01'. Please please thank you,instance_edit
Edit instance name,instance_edit
Could you show me how to change instance name to 'customer-support' please,instance_edit
Rename instance to 'Marketing-01'.,instance_edit
Help me change my instance name thank you thanks,instance_edit
Could you show me how to rename instance to 'marketing-01'.?,instance_edit
What's the best way to edit instance name thank you,instance_edit
Change instance name to 'Customer-Support'.,instance_edit
View all instances,instance_list
List all my instances.,instance_list
Show me my instances,instance_list
Display my instances,instance_list
Show all instances and their connection status.,instance_list
List instances,instance_list
What instances do I have?,instance_list
Show all all my instances.,instance_list
I want to show me my instances please,instance_list
Display my instances Please thanks,instance_list
Show all instances and their connection status thanks,instance_list
I'd like to display my instances please thanks,instance_list
Can you show all instances and their connection status thank you,instance_list
How can I instances do i have?,instance_list
View all instances and their connection status.,instance_list
I'd like to list instances,instance_list
What instances do I have thanks,instance_list
I need help with instances do i have thank you,instance_list
Could you show me my instances thank you,instance_list
View all instances Please thanks,instance_list
Show all all my instances thanks,instance_list
I want to show me my instances thank you,instance_list
Display my instances please,instance_list
Display all instances and their connection status.,instance_list
View me my instances,instance_list
I want to list instances please thanks,instance_list
Show all all my instances?,instance_list
Can you display my instances,instance_list
List all my instances? Please thank you,instance_list
How to instances do i have.,instance_list
What's the best way to sign out from instance.,instance_logout
I need to log out from instance 'promo-1'.,instance_logout
I'd like to logout instance,instance_logout
Disconnect instance 'Sales-1',instance_logout
Can you help me disconnect instance 'sales-1',instance_logout
Can you log out from instance 'promo-1'.,instance_logout
Can you help me sign out from instance please,instance_logout
Can you disconnect whatsapp,instance_logout
Can you help me sign out from instance.,instance_logout
Sign out from instance thank you,instance_logout
Can you help me sign out from instance?,instance_logout
I need help with log out from instance 'promo-1'.?,instance_logout
Log out from instance 'Promo-1',instance_logout
Can you tell me how to end instance session?,instance_logout
How do I sign out from instance please,instance_logout
Logout instance Please,instance_logout
Can you help me disconnect instance 'sales-1'.?,instance_logout
I'd like to logout instance thank you,instance_logout
Could you show me how to disconnect instance 'sales-1'??,instance_logout
I need to disconnect whatsapp,instance_logout
I'd like to disconnect instance 'sales-1'.,instance_logout
How to disconnect whatsapp?,instance_logout
Logout instance thank you,instance_logout
Can you tell me how to log out from instance 'promo-1'.?,instance_logout
Log out from instance 'Promo-1'.,instance_logout
Disconnect instance 'Sales-1'.,instance_logout
Sign out from instance,instance_logout
Logout instance,instance_logout
Disconnect WhatsApp,instance_logout
End instance session,instance_logout
View profile Please thanks,instance_view_profile
Can you view instance profile details please,instance_view_profile
I want to display profile info thanks,instance_view_profile
Could you display profile info thank you thanks,instance_view_profile
Help me show profile details,instance_view_profile
View instance profile details please,instance_view_profile
Check profile,instance_view_profile
Help me view instance profile details. thank you please,instance_view_profile
Can you view profile please thank you,instance_view_profile
I need to check profile thank you,instance_view_profile
I need to display profile info,instance_view_profile
View instance profile details?,instance_view_profile
Show instance phone number please,instance_view_profile
Display profile info,instance_view_profile
Show profile details,instance_view_profile
Verify profile thanks,instance_view_profile
I want to show instance phone number.,instance_view_profile
Help me view instance profile details. thank you,instance_view_profile
View profile,instance_view_profile
I need to display profile info thank you,instance_view_profile
Display profile details thanks,instance_view_profile
Display profile details thank you,instance_view_profile
I'd like to show profile details please,instance_view_profile
I'd like to show instance phone number thank you,instance_view_profile
I want to show instance phone number?,instance_view_profile
Help me view profile,instance_view_profile
View instance phone number.,instance_view_profile
Show instance phone number.,instance_view_profile
Help me view profile thanks,instance_view_profile
View instance profile details.,instance_view_profile
Login problem Please,login_issue
"What's the best way to forgot my password, help me login.?",login_issue
How do I login problem thank you,login_issue
"Forgot my password, help me login thanks",login_issue
Login problem please,login_issue
"Could you show me how to forgot my password, help me login??",login_issue
How can I can't login thanks,login_issue
"What's the best way to forgot my password, help me login thanks",login_issue
What's the best way to password reset thanks,login_issue
"Could you show me how to forgot my password, help me login.?",login_issue
"I need to forgot my password, help me login.",login_issue
Help me login problem,login_issue
"How to forgot my password, help me login.?",login_issue
What's the best way to password reset?,login_issue
Could you password reset,login_issue
Can you help me login problem?,login_issue
Can't login,login_issue
How can I password reset.,login_issue
How can I password reset,login_issue
How to can't login?,login_issue
How can I password reset thanks,login_issue
Could you show me how to can't login?,login_issue
"I want to forgot my password, help me login.",login_issue
Could you show me how to can't login.,login_issue
Could you show me how to can't login,login_issue
How can I can't login please,login_issue
How to can't login,login_issue
Login problem,login_issue
Password reset,login_issue
"Forgot my password, help me login.",login_issue
Can you send to multiple people thank you please,message_blast
What's the best way to broadcast message thank you,message_blast
Bulk transmit,message_blast
What's the best way to mass message?,message_blast
I want to broadcast message please,message_blast
I want to mass message thanks,message_blast
Bulk send,message_blast
Mass message,message_blast
Send to multiple people,message_blast
Broadcast message,message_blast
Send bulk message to 'VIP West Java'.,message_blast
How do I broadcast message?,message_blast
How to mass message,message_blast
Can you broadcast message,message_blast
I'd like to broadcast message,message_blast
I need to send to multiple people thanks please,message_blast
Broadcast message please,message_blast
I'd like to broadcast message thanks,message_blast
Send bulk message to 'VIP West Java'?,message_blast
What's the best way to broadcast message.,message_blast
Send to multiple people thanks,message_blast
Transmit bulk message to 'vip west java'.,message_blast
Could you show me how to broadcast message?,message_blast
I want to mass message,message_blast
What's the best way to bulk send thank you,message_blast
Could you show me how to broadcast message please,message_blast
Can you help me mass message?,message_blast
Broadcast message thank you,message_blast
Help me send bulk message to 'vip west java'?,message_blast
How to mass message?,message_blast
Message delivery report,message_blast_status
Could you show me how to message delivery report.,message_blast_status
Message delivery report Please,message_blast_status
I need help with message delivery report?,message_blast_status
Help me message delivery report thank you,message_blast_status
I need to check broadcast status thank you,message_blast_status
What's the best way to track delivery status of bulk messages thanks,message_blast_status
I need to check broadcast status thanks,message_blast_status
Can you track delivery status of bulk messages.,message_blast_status
I want to track delivery status of bulk messages. please,message_blast_status
I need help with track delivery status of bulk messages please,message_blast_status
Help me check broadcast status please,message_blast_status
Help me check broadcast status thank you,message_blast_status
Help me check broadcast status,message_blast_status
How do I track delivery status of bulk messages thank you,message_blast_status
Can you message delivery report,message_blast_status
Check broadcast status please,message_blast_status
Verify broadcast status,message_blast_status
I need help with track delivery status of bulk messages.?,message_blast_status
How do I track delivery status of bulk messages thanks,message_blast_status
Could you show me how to message delivery report thanks,message_blast_status
How do I track delivery status of bulk messages.?,message_blast_status
Could you check broadcast status please,message_blast_status
What's the best way to message delivery report please,message_blast_status
I need to track delivery status of bulk messages.,message_blast_status
I need to check broadcast status please,message_blast_status
Check broadcast status,message_blast_status
Track delivery status of bulk messages.,message_blast_status
Could you show me how to message delivery report,message_blast_status
Verify broadcast status thanks,message_blast_status
Schedule a bulk message for tomorrow at 09:00? Please please,message_schedule
Help me plan message for later,message_schedule
Could you schedule message,message_schedule
How do I schedule a bulk message for tomorrow at 09:00..,message_schedule
Can you tell me how to plan message for later?,message_schedule
I need help with set timed message,message_schedule
Can you tell me how to set timed message thank you,message_schedule
What's the best way to schedule message?,message_schedule
Can you tell me how to schedule message?,message_schedule
Can you schedule a bulk message for tomorrow at 09:00.,message_schedule
Can you tell me how to schedule a bulk message for tomorrow at 09:00.?,message_schedule
I need help with set timed message?,message_schedule
How can I schedule a bulk message for tomorrow at 09:00.?,message_schedule
How do I schedule a bulk message for tomorrow at 09:00??,message_schedule
Plan message for later Please,message_schedule
Can you help me schedule message.,message_schedule
Could you plan message for later thanks,message_schedule
Can you tell me how to schedule message,message_schedule
Can you tell me how to set timed message?,message_schedule
Can you help me schedule message,message_schedule
How do I schedule a bulk message for tomorrow at 09:00.?,message_schedule
How can I plan message for later?,message_schedule
Can you tell me how to plan message for later thanks,message_schedule
Can you help me schedule message?,message_schedule
How can I plan message for later,message_schedule
Schedule message Please,message_schedule
Schedule a bulk message for tomorrow at 09:00.,message_schedule
Set timed message,message_schedule
Plan message for later,message_schedule
Schedule message,message_schedule
Set recurring message every Monday at 10:00?,message_schedule_recurring
What's the best way to repeat message weekly?,message_schedule_recurring
Help me set recurring message every monday at 10:00.,message_schedule_recurring
I'd like to automate message sending,message_schedule_recurring
Can you help me automate message sending,message_schedule_recurring
Can you help me repeat message weekly please,message_schedule_recurring
Set recurring message every Monday at 10:00 thank you,message_schedule_recurring
What's the best way to automate message sending thank you,message_schedule_recurring
Could you automate message sending,message_schedule_recurring
Can you help me repeat message weekly,message_schedule_recurring
What's the best way to automate message sending thanks,message_schedule_recurring
How do I automate message sending please,message_schedule_recurring
Set recurring message every Monday at 10:00.,message_schedule_recurring
Can you help me automate message sending?,message_schedule_recurring
I need help with repeat message weekly thanks,message_schedule_recurring
Can you help me repeat message weekly thank you,message_schedule_recurring
Automate message sending,message_schedule_recurring
Repeat message weekly,message_schedule_recurring
Repeat message weekly thanks,message_schedule_recurring
What's the best way to automate message sending please,message_schedule_recurring
I want to set recurring message every monday at 10:00.,message_schedule_recurring
What's the best way to repeat message weekly,message_schedule_recurring
Set recurring message every Monday at 10:00,message_schedule_recurring
What's the best way to automate message sending?,message_schedule_recurring
How to set recurring message every monday at 10:00..,message_schedule_recurring
What's the best way to set recurring message every monday at 10:00 please,message_schedule_recurring
Repeat message weekly thank you,message_schedule_recurring
How to set recurring message every monday at 10:00.?,message_schedule_recurring
Can you help me set recurring message every monday at 10:00??,message_schedule_recurring
Can you repeat message weekly thank you,message_schedule_recurring
Can I schedule messages across time zones thanks,message_schedule_timezone
Could you show me how to can i schedule messages across time zones.,message_schedule_timezone
How can I can i schedule messages across time zones?,message_schedule_timezone
How can I can i schedule messages across time zones thanks,message_schedule_timezone
How to can i schedule messages across time zones?,message_schedule_timezone
How to can i schedule messages across time zones,message_schedule_timezone
Can you help me timezone support,message_schedule_timezone
Can you tell me how to international scheduling thanks,message_schedule_timezone
Help me international scheduling,message_schedule_timezone
How to can i schedule messages across time zones.,message_schedule_timezone
What's the best way to international scheduling?,message_schedule_timezone
How can I can i schedule messages across time zones.,message_schedule_timezone
Can you help me timezone support?,message_schedule_timezone
Can you tell me how to international scheduling,message_schedule_timezone
Can you tell me how to timezone support.,message_schedule_timezone
Can you international scheduling,message_schedule_timezone
How to timezone support thanks,message_schedule_timezone
How to timezone support.,message_schedule_timezone
How to timezone support?,message_schedule_timezone
Can you tell me how to international scheduling?,message_schedule_timezone
Timezone support.,message_schedule_timezone
Help me international scheduling thanks,message_schedule_timezone
How can I international scheduling?,message_schedule_timezone
Can you tell me how to timezone support,message_schedule_timezone
Can I schedule messages across time zones?,message_schedule_timezone
Timezone support?,message_schedule_timezone
International scheduling,message_schedule_timezone
Can you tell me how to international scheduling thank you,message_schedule_timezone
Can I schedule messages across time zones,message_schedule_timezone
What's the best way to international scheduling,message_schedule_timezone
View conversations thank you,navigation_chat_tab
Could you view conversations,navigation_chat_tab
Display chats please,navigation_chat_tab
View conversations,navigation_chat_tab
Take me to messages,navigation_chat_tab
Show chats,navigation_chat_tab
Display chats thanks,navigation_chat_tab
View conversations please,navigation_chat_tab
I need to go to chat thank you please,navigation_chat_tab
Show chats thanks,navigation_chat_tab
Show chats Please thanks,navigation_chat_tab
I need to open chat tab please,navigation_chat_tab
Help me view conversations,navigation_chat_tab
Could you take me to messages,navigation_chat_tab
Can you tell me how to take me to messages?,navigation_chat_tab
Can you help me take me to messages thanks,navigation_chat_tab
Go to chat thanks,navigation_chat_tab
Open Chat tab.,navigation_chat_tab
Could you go to chat thanks,navigation_chat_tab
Go to chat,navigation_chat_tab
Go to chat thank you,navigation_chat_tab
I'd like to view conversations please,navigation_chat_tab
Help me view conversations please,navigation_chat_tab
I need to show chats thank you thanks,navigation_chat_tab
Can you open chat tab. thank you,navigation_chat_tab
Open Chat tab,navigation_chat_tab
Help me show chats please thank you,navigation_chat_tab
I'd like to go to chat thank you,navigation_chat_tab
Can you help me take me to messages thank you,navigation_chat_tab
Access chat tab?,navigation_chat_tab
View files page,navigation_files_tab
I'd like to show files page please thanks,navigation_files_tab
Can you open files tab,navigation_files_tab
Access files tab,navigation_files_tab
Open Files tab?,navigation_files_tab
Help me show files page,navigation_files_tab
I'd like to show files page please,navigation_files_tab
Can you view uploaded files thank you,navigation_files_tab
Go to files tab.,navigation_files_tab
Could you go to files thank you thanks,navigation_files_tab
Help me show files page thanks,navigation_files_tab
Open Files tab.,navigation_files_tab
Can you go to files please,navigation_files_tab
Go to files,navigation_files_tab
Go to files thanks,navigation_files_tab
Access files tab?,navigation_files_tab
Can you view uploaded files thank you thanks,navigation_files_tab
I need to view uploaded files thanks,navigation_files_tab
Access files tab thank you,navigation_files_tab
Show files page thanks,navigation_files_tab
Show files page,navigation_files_tab
View uploaded files,navigation_files_tab
Display files page please,navigation_files_tab
I'd like to go to files thanks please,navigation_files_tab
I'd like to show files page please thank you,navigation_files_tab
Can you go to files thank you thanks,navigation_files_tab
Can you view uploaded files thank you please,navigation_files_tab
Can you go to files thank you please,navigation_files_tab
Can you open files tab.,navigation_files_tab
Help me open files tab. thanks,navigation_files_tab
Show groups page,navigation_grouping_tab
Go to groups,navigation_grouping_tab
Open Grouping tab.,navigation_grouping_tab
View groups,navigation_grouping_tab
Access grouping tab.,navigation_grouping_tab
Open Grouping tab?,navigation_grouping_tab
I'd like to go to groups thanks,navigation_grouping_tab
Can you show groups page thanks,navigation_grouping_tab
Can you go to groups thanks,navigation_grouping_tab
Can you go to groups please,navigation_grouping_tab
Could you go to groups please,navigation_grouping_tab
Display groups page,navigation_grouping_tab
Help me view groups,navigation_grouping_tab
Help me open grouping tab.,navigation_grouping_tab
Help me show groups page thank you,navigation_grouping_tab
Access grouping tab,navigation_grouping_tab
Could you go to groups please thanks,navigation_grouping_tab
Go to groups thank you,navigation_grouping_tab
Access grouping tab please,navigation_grouping_tab
Can you view groups please,navigation_grouping_tab
Can you go to groups,navigation_grouping_tab
Show groups page thanks,navigation_grouping_tab
Help me view groups thank you,navigation_grouping_tab
I'd like to go to groups please,navigation_grouping_tab
Can you show groups page,navigation_grouping_tab
Show groups page Please thanks,navigation_grouping_tab
I want to view groups,navigation_grouping_tab
I'd like to go to groups,navigation_grouping_tab
I'd like to open grouping tab. please thanks,navigation_grouping_tab
Can you open grouping tab.,navigation_grouping_tab
Could you take me to instances thanks,navigation_instances_tab
Help me show instances page thank you,navigation_instances_tab
View instances page,navigation_instances_tab
Go to instances Please thank you thanks,navigation_instances_tab
Go to instances please,navigation_instances_tab
Could you go to instances thanks,navigation_instances_tab
I need to open the instances tab,navigation_instances_tab
Show instances page Please thanks,navigation_instances_tab
I'd like to take me to instances thank you,navigation_instances_tab
Help me view instances please,navigation_instances_tab
Show instances page thanks,navigation_instances_tab
Open the Instances tab?,navigation_instances_tab
Can you take me to instances,navigation_instances_tab
Help me show instances page thanks,navigation_instances_tab
I want to open the instances tab.,navigation_instances_tab
I'd like to open the instances tab please,navigation_instances_tab
I want to view instances thank you,navigation_instances_tab
Open the Instances tab,navigation_instances_tab
I need to open the instances tab.,navigation_instances_tab
Open the Instances tab.,navigation_instances_tab
Could you show me how to take me to instances?,navigation_instances_tab
Show instances page,navigation_instances_tab
Take me to instances,navigation_instances_tab
Go to instances,navigation_instances_tab
View instances thank you,navigation_instances_tab
I'd like to show instances page,navigation_instances_tab
Help me view instances please thank you thanks,navigation_instances_tab
Help me view instances please thank you,navigation_instances_tab
View instances,navigation_instances_tab
I'd like to view instances thanks please,navigation_instances_tab
Main menu please,navigation_main_dashboard
Show dashboard,navigation_main_dashboard
Take me to homepage,navigation_main_dashboard
Open main page,navigation_main_dashboard
Go to dashboard,navigation_main_dashboard
Show me the main dashboard.,navigation_main_dashboard
How to main menu please.,navigation_main_dashboard
How do I take me to homepage thanks,navigation_main_dashboard
Help me show me the main dashboard. thanks please,navigation_main_dashboard
Could you main menu please thank you,navigation_main_dashboard
Can you go to dashboard please,navigation_main_dashboard
Help me show me the main dashboard. thanks,navigation_main_dashboard
Show dashboard thanks,navigation_main_dashboard
Access main page,navigation_main_dashboard
I want to go to dashboard thank you,navigation_main_dashboard
Help me show me the main dashboard? thanks,navigation_main_dashboard
Main menu please thanks,navigation_main_dashboard
Can you go to dashboard please thanks,navigation_main_dashboard
How can I take me to homepage,navigation_main_dashboard
I want to show me the main dashboard.,navigation_main_dashboard
Display me the main dashboard thank you,navigation_main_dashboard
I want to go to dashboard please,navigation_main_dashboard
Could you show dashboard,navigation_main_dashboard
I need help with main menu please?,navigation_main_dashboard
Could you show me the main dashboard thanks,navigation_main_dashboard
What's the best way to main menu please thanks,navigation_main_dashboard
Go to main page,navigation_main_dashboard
Display me the main dashboard?,navigation_main_dashboard
Could you show me the main dashboard.,navigation_main_dashboard
Could you show me the main dashboard,navigation_main_dashboard
Help me go to payments thank you,navigation_payments_tab
I need to show billing page please,navigation_payments_tab
View payment info thank you,navigation_payments_tab
Open Payments tab.,navigation_payments_tab
I want to open payments tab thank you,navigation_payments_tab
Show billing page,navigation_payments_tab
View payment info,navigation_payments_tab
I'd like to view payment info please thank you,navigation_payments_tab
Show billing page please,navigation_payments_tab
I want to show billing page thanks,navigation_payments_tab
I want to show billing page please,navigation_payments_tab
Help me view payment info thanks,navigation_payments_tab
I'd like to go to payments thank you thanks,navigation_payments_tab
Help me go to payments thanks,navigation_payments_tab
Can you go to payments,navigation_payments_tab
Could you open payments tab?,navigation_payments_tab
I'd like to view payment info please,navigation_payments_tab
Could you view payment info,navigation_payments_tab
Display billing page,navigation_payments_tab
Help me view payment info thanks please,navigation_payments_tab
Open Payments tab thank you,navigation_payments_tab
Access payments tab?,navigation_payments_tab
View payment info please,navigation_payments_tab
I'd like to go to payments thank you,navigation_payments_tab
Display billing page thank you,navigation_payments_tab
Go to payments thanks,navigation_payments_tab
Help me go to payments,navigation_payments_tab
Can you go to payments thanks,navigation_payments_tab
Go to payments,navigation_payments_tab
Go to payments thank you thanks,navigation_payments_tab
I need to go to tasks thank you thanks,navigation_tasks_tab
I need to go to tasks please,navigation_tasks_tab
Go to tasks thanks,navigation_tasks_tab
Show tasks page Please,navigation_tasks_tab
I need to go to tasks thank you,navigation_tasks_tab
I'd like to view my tasks thank you,navigation_tasks_tab
I'd like to open tasks tab.,navigation_tasks_tab
Access tasks tab please,navigation_tasks_tab
Help me view my tasks thanks,navigation_tasks_tab
Show tasks page thanks,navigation_tasks_tab
Show tasks page Please thank you,navigation_tasks_tab
I'd like to view my tasks please,navigation_tasks_tab
Go to tasks,navigation_tasks_tab
View my tasks thanks,navigation_tasks_tab
I'd like to open tasks tab?,navigation_tasks_tab
Help me show tasks page thanks,navigation_tasks_tab
Open Tasks tab.,navigation_tasks_tab
I'd like to go to tasks please,navigation_tasks_tab
I need to go to tasks thanks,navigation_tasks_tab
View my tasks,navigation_tasks_tab
Show tasks page,navigation_tasks_tab
Help me go to tasks please,navigation_tasks_tab
Help me view my tasks please thank you,navigation_tasks_tab
Can you view my tasks,navigation_tasks_tab
Show tasks page thank you,navigation_tasks_tab
View my tasks thank you,navigation_tasks_tab
Show tasks page Please thanks,navigation_tasks_tab
Can you view my tasks thank you,navigation_tasks_tab
I want to open tasks tab thanks,navigation_tasks_tab
Access tasks tab thanks,navigation_tasks_tab
QR code pairing please,pairing
Help me scan QR code,pairing
I want to pair with QR,pairing
Use QR code for pairing,pairing
Scan QR to pair,pairing
Connect using QR,pairing
Enter pairing code to connect account.,pairing
How do I use QR code?,pairing
I need help with enter pairing code to connect account,pairing
Pair using phone number code.,pairing
Scan QR code to connect WhatsApp.,pairing
Pair with QR code.,pairing
How do I use pairing code?,pairing
Show me the QR code,pairing
Connect with phone code,pairing
Can you scan qr to pair,pairing
Enter code to connect,pairing
Could you show me how to use qr code thank you,pairing
Can you help me connect using qr,pairing
I need help with enter code to connect thank you,pairing
How to i want to pair with qr?,pairing
How can I use qr code for pairing,pairing
I want to pair with QR thanks,pairing
How do I use QR code thank you,pairing
Could you scan qr code to connect whatsapp thanks,pairing
I want to use pairing code thank you,pairing
Can you tell me how to enter pairing code to connect account thanks,pairing
How do I help me scan qr code,pairing
Use pairing code,pairing
Pair with qr Please,pairing
Prolong subscription,payment_extend
Continue subscription,payment_extend
Renew subscription,payment_extend
Extend my subscription.,payment_extend
Could you show me how to renew subscription?,payment_extend
Help me prolong subscription thank you,payment_extend
Help me prolong subscription,payment_extend
How can I prolong subscription,payment_extend
Extend my subscription thank you,payment_extend
I need help with continue subscription,payment_extend
Can you help me prolong subscription thanks,payment_extend
How can I extend my subscription.?,payment_extend
Could you renew subscription thank you,payment_extend
I'd like to extend my subscription,payment_extend
How can I prolong subscription.,payment_extend
Can you tell me how to prolong subscription,payment_extend
What's the best way to continue subscription?,payment_extend
Could you extend my subscription. thank you,payment_extend
How can I renew subscription.,payment_extend
How can I continue subscription please,payment_extend
Help me renew subscription,payment_extend
How can I extend my subscription,payment_extend
How do I renew subscription thanks,payment_extend
How can I renew subscription?,payment_extend
I need to prolong subscription,payment_extend
Continue subscription please,payment_extend
What's the best way to extend my subscription please,payment_extend
I need help with continue subscription?,payment_extend
I need to continue subscription please,payment_extend
How can I prolong subscription?,payment_extend
View transaction history.,payment_history
Show my payments,payment_history
Transaction log,payment_history
Billing history,payment_history
What's the best way to transaction log.,payment_history
Can you help me billing history,payment_history
What's the best way to billing history thank you,payment_history
Can you help me transaction log.,payment_history
Can you tell me how to billing history thanks,payment_history
Show my payments Please thank you,payment_history
Show my payments thanks,payment_history
Could you view transaction history.,payment_history
What's the best way to transaction log?,payment_history
I need to show my payments thank you please,payment_history
Can you show my payments thank you,payment_history
Display my payments please,payment_history
Billing history thank you,payment_history
Can you tell me how to billing history thank you,payment_history
Can you billing history thank you,payment_history
Can you help me billing history?,payment_history
